item_id,status,created_at,product,price,qty_ordered,grand_total,increment_id,category_name_1,sales_commission_code,discount_amount,payment_method,Working Date,BI Status, MV ,Year,Month,Customer Since,M-Y,FY,Customer ID
214283,order_refunded,7/13/2016,Samsung Galaxy A7,39999,1,39999,100149532,Mobiles & Tablets,R104413,0,cod,7/13/2016,Valid,"39,999",2016,7,2016-7,Jul-16,FY17,1054
214310,canceled,7/14/2016,Samsung GALAXY NOTE-5,71999,1,71999,100149551,Mobiles & Tablets,R-LHW-104137,0,cod,7/14/2016,Gross,"71,999",2016,7,2016-7,Jul-16,FY17,1060
215383,order_refunded,7/16/2016,Samsung Galaxy Note 3 N9000,48999,1,48999,100150409,Mobiles & Tablets,R-LHW-104415,0,cod,7/16/2016,Valid,"48,999",2016,7,2016-7,Jul-16,FY17,1280
215691,order_refunded,7/18/2016,iPhone SE-16GB,51999,1,99999,100150627,Mobiles & Tablets,R-LHC-104132,0,cod,7/18/2016,Valid,"51,999",2016,7,2016-7,Jul-16,FY17,1383
216019,order_refunded,7/18/2016,Samsung GALAXY NOTE-5,71999,1,72249,100150883,Mobiles & Tablets,R-LHC-104412,0,cod,7/18/2016,Valid,"71,999",2016,7,2016-7,Jul-16,FY17,237
216277,order_refunded,7/19/2016,Huawei Y221,4530,1,4530,100151079,Mobiles & Tablets,c-mux51265,0,cod,7/19/2016,Valid,"4,530",2016,7,2016-7,Jul-16,FY17,1494
216331,order_refunded,7/19/2016,Huawei Y221,4530,1,4530,100151121,Mobiles & Tablets,R-Isb-58059,0,cod,7/19/2016,Valid,"4,530",2016,7,2016-7,Jul-16,FY17,79
216611,complete,7/20/2016,infinix_Hot 3 Gold,10500,1,10500,100151336,Mobiles & Tablets,C-MUX-45338,0,cod,7/20/2016,Net,"10,500",2016,7,2016-7,Jul-16,FY17,767
216641,order_refunded,7/20/2016,infinix_Note 2 Gold,16000,1,16000,100151358,Mobiles & Tablets,C-PEW-104656,0,cod,7/20/2016,Valid,"16,000",2016,7,2016-7,Jul-16,FY17,32
216714,canceled,7/20/2016,infinix_Note 2 Gold,16000,1,16000,100151418,Mobiles & Tablets,C-RWP-31924,0,cod,7/20/2016,Gross,"16,000",2016,7,2016-7,Jul-16,FY17,33
216812,complete,7/21/2016,infinix_Note 2 Gold,16000,1,16000,100151472,Mobiles & Tablets,C-RWP-31924,0,cod,7/21/2016,Net,"16,000",2016,7,2016-7,Jul-16,FY17,33
216837,order_refunded,7/21/2016,infinix_Note 2 Gold,16000,1,16000,100151495,Mobiles & Tablets,C-KHE-41912,0,cod,7/21/2016,Valid,"16,000",2016,7,2016-7,Jul-16,FY17,916
216903,order_refunded,7/21/2016,Huawei Y221,4530,1,4530,100151549,Mobiles & Tablets,R-RWP-103991,0,cod,7/21/2016,Valid,"4,530",2016,7,2016-7,Jul-16,FY17,66
217029,order_refunded,7/21/2016,Samsung GALAXY NOTE-5,71999,1,71999,100151654,Mobiles & Tablets,R-RWP-103991,0,cod,7/21/2016,Valid,"71,999",2016,7,2016-7,Jul-16,FY17,66
217034,order_refunded,7/21/2016,Samsung Galaxy A5 A510F (2016),39999,1,39999,100151659,Mobiles & Tablets,R-MUX-104416,0,cod,7/21/2016,Valid,"39,999",2016,7,2016-7,Jul-16,FY17,1631
217169,complete,7/22/2016,infinix_Note 2 Gold,16000,1,16000,100151757,Mobiles & Tablets,C-RWP-2108,0,cod,7/22/2016,Net,"16,000",2016,7,2016-7,Jul-16,FY17,220
217254,complete,7/22/2016,infinix_Hot 3 Gold,10500,1,10500,100151831,Mobiles & Tablets,R-PEW-101268,0,cod,7/22/2016,Net,"10,500",2016,7,2016-7,Jul-16,FY17,292
217361,canceled,7/22/2016,infinix_Note 2 Gold,16000,1,16000,100151923,Mobiles & Tablets,R-KHS-103986,0,cod,7/22/2016,Gross,"16,000",2016,7,2016-7,Jul-16,FY17,1323
217423,canceled,7/22/2016,infinix_Hot 3 Gold,10500,1,10500,100151960,Mobiles & Tablets,C-KHC-44238,0,cod,7/22/2016,Gross,"10,500",2016,7,2016-7,Jul-16,FY17,114
217581,complete,7/23/2016,infinix_Note 2 Gold,16000,1,16000,100152063,Mobiles & Tablets,C-RWP-2108,0,cod,7/23/2016,Net,"16,000",2016,7,2016-7,Jul-16,FY17,33
218037,complete,7/25/2016,infinix_Hot 3 Gold,10500,1,10500,100152379,Mobiles & Tablets,C-MUX-45338,0,cod,7/25/2016,Net,"10,500",2016,7,2016-7,Jul-16,FY17,767
218085,order_refunded,7/25/2016,Samsung Galaxy J2,15300,1,15300,100152425,Mobiles & Tablets,C-HDD 100832,0,cod,7/25/2016,Valid,"15,300",2016,7,2016-7,Jul-16,FY17,1885
218094,canceled,7/25/2016,infinix_Note 2 Gold,16000,1,16000,100152434,Mobiles & Tablets,R-PEW-101268,0,cod,7/25/2016,Gross,"16,000",2016,7,2016-7,Jul-16,FY17,292
218348,order_refunded,7/25/2016,Samsung GALAXY NOTE-5,71999,1,71999,100152654,Mobiles & Tablets,R-LHW-104415,0,cod,7/25/2016,Valid,"71,999",2016,7,2016-7,Jul-16,FY17,1914
218960,complete,7/27/2016,infinix_Note 2 Gold,16000,1,16000,100153120,Mobiles & Tablets,C-RWP-106404,0,cod,7/27/2016,Net,"16,000",2016,7,2016-7,Jul-16,FY17,33
219150,complete,7/27/2016,infinix_Hot 3 Gold,10500,1,10500,100153273,Mobiles & Tablets,C-ISB-103446,0,cod,7/27/2016,Net,"10,500",2016,7,2016-7,Jul-16,FY17,35
219713,complete,7/28/2016,infinix_Note 2 Gold,15999,1,15999,100153726,Mobiles & Tablets,C-RWP-2108,0,cod,7/28/2016,Net,"15,999",2016,7,2016-7,Jul-16,FY17,33
219746,order_refunded,7/28/2016,Huawei Honor 4C,16460,1,16460,100153743,Mobiles & Tablets,C-ISB-102715,0,cod,7/28/2016,Valid,"16,460",2016,7,2016-7,Jul-16,FY17,35
219774,order_refunded,7/28/2016,Samsung GALAXY NOTE-5,71999,1,99498,100153763,Mobiles & Tablets,R-LHW-104137,0,cod,7/28/2016,Valid,"71,999",2016,7,2016-7,Jul-16,FY17,126
220728,canceled,7/30/2016,Huawei G8 Gold LW,30749,1,30749,100154465,Mobiles & Tablets,R-MUX-104416,0,cod,7/30/2016,Gross,"30,749",2016,7,2016-7,Jul-16,FY17,2299
221180,complete,08-01-2016,infinix_Note 2 Gold,15999,1,15999,100154771,Mobiles & Tablets,C-FSD-51667,0,cod,08-01-2016,Net,"15,999",2016,8,2016-7,Aug-16,FY17,2138
221229,complete,08-01-2016,infinix_Hot 3 Gold,10499,1,10499,100154807,Mobiles & Tablets,C-MUX-51991,0,cod,08-01-2016,Net,"10,499",2016,8,2016-7,Aug-16,FY17,228
221309,complete,08-01-2016,infinix_Hot 3 Gold,10499,1,10499,100154872,Mobiles & Tablets,C-MUX-51991,0,cod,08-01-2016,Net,"10,499",2016,8,2016-8,Aug-16,FY17,2434
221336,complete,08-01-2016,infinix_Hot 3 Gold,10499,1,10499,100154890,Mobiles & Tablets,C-ISB-40422,0,cod,08-01-2016,Net,"10,499",2016,8,2016-7,Aug-16,FY17,35
221779,complete,08-02-2016,infinix_Note 2 Gold,15999,1,15999,100155197,Mobiles & Tablets,C-RWP-2108,0,cod,08-02-2016,Net,"15,999",2016,8,2016-7,Aug-16,FY17,33
222786,refund,08-03-2016,infinix_Hot 3 Gold,10499,1,10898,100155799,Mobiles & Tablets,101824,0,cod,08-03-2016,Valid,"10,499",2016,8,2016-8,Aug-16,FY17,2656
223527,complete,08-04-2016,infinix_Hot 3 Gold,10499,1,10499,100156222,Mobiles & Tablets,C-RWP-1361,0,cod,08-04-2016,Net,"10,499",2016,8,2016-7,Aug-16,FY17,1504
224720,complete,08-05-2016,infinix_Hot 3 Gold,10499,1,10499,100156894,Mobiles & Tablets,C-FSD-57156,0,cod,08-05-2016,Net,"10,499",2016,8,2016-7,Aug-16,FY17,58
225203,order_refunded,08-06-2016,Huawei G8 Gold LW,30749,1,30749,100157155,Mobiles & Tablets,R-PEW-41424,0,cod,08-06-2016,Valid,"30,749",2016,8,2016-8,Aug-16,FY17,2990
226081,complete,08-08-2016,infinix_Hot 3 Gold,10499,1,10499,100157675,Mobiles & Tablets,C-KHE-41912,0,cod,08-08-2016,Net,"10,499",2016,8,2016-7,Aug-16,FY17,916
229105,order_refunded,08-11-2016,infinix_Hot 3 Gold,10499,1,10499,100159434,Mobiles & Tablets,C-KHE-41912,0,cod,08-11-2016,Valid,"10,499",2016,8,2016-7,Aug-16,FY17,916
229251,complete,08-11-2016,infinix_Note 2 Gold,15999,1,15999,100159527,Mobiles & Tablets,C-FSD-102001,0,cod,08-11-2016,Net,"15,999",2016,8,2016-8,Aug-16,FY17,3226
229617,canceled,08-12-2016,Huawei Honour 5X,29800,1,29800,100159794,Mobiles & Tablets,C-RWP-31924,0,cod,08-12-2016,Gross,"29,800",2016,8,2016-7,Aug-16,FY17,33
230349,canceled,8/14/2016,infinix_Note 2 Gold,15999,1,14999,100160312,Mobiles & Tablets,42903,1000,cod,8/14/2016,Gross,"15,999",2016,8,2016-7,Aug-16,FY17,2138
230873,complete,8/15/2016,infinix_Hot 3 Gold,10499,1,9499,100160696,Mobiles & Tablets,R-FSD-52352,1000,cod,8/15/2016,Net,"10,499",2016,8,2016-7,Aug-16,FY17,4
231106,canceled,8/16/2016,infinix_Hot 3 Gold,10499,1,10499,100160865,Mobiles & Tablets,34737,0,cod,8/16/2016,Gross,"10,499",2016,8,2016-7,Aug-16,FY17,1093
231427,order_refunded,8/17/2016,infinix_Hot 3 Gold,10499,1,10499,100161097,Mobiles & Tablets,C-RWP-31924,0,cod,8/17/2016,Valid,"10,499",2016,8,2016-7,Aug-16,FY17,33
231435,complete,8/17/2016,infinix_Hot 3 Gold,10499,1,10499,100161105,Mobiles & Tablets,C-KHIW-30307,0,cod,8/17/2016,Net,"10,499",2016,8,2016-7,Aug-16,FY17,820
231461,order_refunded,8/17/2016,Huawei Honour 5X,29799,1,29799,100161126,Mobiles & Tablets,C-FSD-31086,0,cod,8/17/2016,Valid,"29,799",2016,8,2016-8,Aug-16,FY17,4164
231559,complete,8/17/2016,infinix_Hot 3 Gold,10499,1,10499,100161201,Mobiles & Tablets,C SKZ 70304,0,cod,8/17/2016,Net,"10,499",2016,8,2016-7,Aug-16,FY17,56
232285,order_refunded,8/19/2016,Huawei Honour 5X,29799,1,29799,100161698,Mobiles & Tablets,R-MUX-104416,0,cod,8/19/2016,Valid,"29,799",2016,8,2016-8,Aug-16,FY17,4373
233010,order_refunded,8/22/2016,Huawei Honour 5X,29799,1,29799,100162170,Mobiles & Tablets,C-RWP-31924,0,cod,8/22/2016,Valid,"29,799",2016,8,2016-7,Aug-16,FY17,33
233606,order_refunded,8/23/2016,infinix_Note 2 Gold,15999,1,15999,100162589,Mobiles & Tablets,C-MUX-51837,0,cod,8/23/2016,Valid,"15,999",2016,8,2016-7,Aug-16,FY17,61
234965,canceled,8/27/2016,infinix_Note 2 Gold,15999,1,15999,100163582,Mobiles & Tablets,KWII5 30622,0,cod,8/27/2016,Gross,"15,999",2016,8,2016-8,Aug-16,FY17,5094
235025,order_refunded,8/27/2016,Samsung Galaxy S6 (32GB) SM-G920F Gold,59999,1,59999,100163628,Mobiles & Tablets,C LHE 103447,0,cod,8/27/2016,Valid,"59,999",2016,8,2016-7,Aug-16,FY17,59
235026,order_refunded,8/27/2016,Samsung Galaxy S6 (32GB) SM-G920F Gold,59999,1,59999,100163629,Mobiles & Tablets,C LHE 43891,0,cod,8/27/2016,Valid,"59,999",2016,8,2016-8,Aug-16,FY17,5115
235454,order_refunded,8/29/2016,Samsung Galaxy S6 (32GB) SM-G920F Gold,59999,1,97489,100163912,Mobiles & Tablets,R-LHW-104137,0,cod,8/29/2016,Valid,"59,999",2016,8,2016-7,Aug-16,FY17,126
235527,order_refunded,8/29/2016,Huawei Honour 5X,29799,1,97798,100163968,Mobiles & Tablets,R-LHW-104137,0,cod,8/29/2016,Valid,"29,799",2016,8,2016-7,Aug-16,FY17,126
235571,canceled,8/29/2016,Huawei Honour 5X,29799,1,29799,100164001,Mobiles & Tablets,R-MUX-104416,0,cod,8/29/2016,Gross,"29,799",2016,8,2016-8,Aug-16,FY17,5280
235575,canceled,8/29/2016,infinix_Note 2 Gold,15999,1,15999,100164004,Mobiles & Tablets,C-KHIW-31922,0,cod,8/29/2016,Gross,"15,999",2016,8,2016-7,Aug-16,FY17,820
235927,complete,8/30/2016,infinix_Hot 3 Gold,10499,1,10499,100164273,Mobiles & Tablets,R-FSD-104419,0,cod,8/30/2016,Net,"10,499",2016,8,2016-7,Aug-16,FY17,2077
236123,order_refunded,8/31/2016,Huawei Honour 5X,29799,1,29799,100164406,Mobiles & Tablets,C-LHC-30667,0,cod,8/31/2016,Valid,"29,799",2016,8,2016-7,Aug-16,FY17,163
236975,complete,09-02-2016,infinix_Note 2 Gold,15999,1,15999,100165017,Mobiles & Tablets,C-KHIW-30307,0,cod,09-02-2016,Net,"15,999",2016,9,2016-7,Sep-16,FY17,820
237308,order_refunded,09-03-2016,Huawei Honour 5X,29799,1,29799,100165233,Mobiles & Tablets,C-FSD-103912,0,cod,09-03-2016,Valid,"29,799",2016,9,2016-9,Sep-16,FY17,5734
237890,order_refunded,09-05-2016,Samsung Galaxy A5 A510F (2016),39999,1,39999,100165608,Mobiles & Tablets,R-LHW-104415,0,cod,09-05-2016,Valid,"39,999",2016,9,2016-8,Sep-16,FY17,3968
238170,order_refunded,09-05-2016,infinix_Hot 3 Gold,10499,1,10499,100165799,Mobiles & Tablets,C-RWP-31924,0,cod,09-05-2016,Valid,"10,499",2016,9,2016-7,Sep-16,FY17,33
238337,order_refunded,09-06-2016,Samsung Galaxy A5 A510F (2016),39999,1,39999,100165907,Mobiles & Tablets,R-LHC-104132,0,cod,09-06-2016,Valid,"39,999",2016,9,2016-8,Sep-16,FY17,2745
238552,complete,09-06-2016,infinix_Hot 3 Gold,10499,1,10499,100166050,Mobiles & Tablets,C SKZ 70304,0,cod,09-06-2016,Net,"10,499",2016,9,2016-7,Sep-16,FY17,56
238605,complete,09-06-2016,infinix_Note 2 Gold,15999,1,15999,100166095,Mobiles & Tablets,C-HDD-45297,0,cod,09-06-2016,Net,"15,999",2016,9,2016-9,Sep-16,FY17,5769
238847,complete,09-07-2016,infinix_Note 2 Gold,15999,1,15999,100166175,Mobiles & Tablets,C-FSD-51667,0,cod,09-07-2016,Net,"15,999",2016,9,2016-9,Sep-16,FY17,6008
239082,complete,09-07-2016,infinix_Hot 3 Gold,10499,1,10499,100166341,Mobiles & Tablets,C SKZ 41328,0,cod,09-07-2016,Net,"10,499",2016,9,2016-7,Sep-16,FY17,56
241797,order_refunded,9/17/2016,infinix_Hot 3 Gold,10499,1,10499,100168078,Mobiles & Tablets,R-Guj-51944,0,cod,9/17/2016,Valid,"10,499",2016,9,2016-7,Sep-16,FY17,806
242622,complete,9/20/2016,infinix_Hot 3 Gold,10499,1,10499,100168586,Mobiles & Tablets,C-FSD-47650,0,cod,9/20/2016,Net,"10,499",2016,9,2016-7,Sep-16,FY17,58
242931,complete,9/21/2016,infinix_Note 2 Gold,15999,1,15999,100168805,Mobiles & Tablets,C-MUX-31510,0,cod,9/21/2016,Net,"15,999",2016,9,2016-7,Sep-16,FY17,767
243184,complete,9/22/2016,infinix_Note 2 Gold,15999,1,15999,100168977,Mobiles & Tablets,R-MUX52221,0,cod,9/22/2016,Net,"15,999",2016,9,2016-7,Sep-16,FY17,61
243669,canceled,9/23/2016,infinix_Hot 3 Gold,10499,1,10499,100169329,Mobiles & Tablets,C-ISB-104116,0,cod,9/23/2016,Gross,"10,499",2016,9,2016-7,Sep-16,FY17,35
244609,order_refunded,9/26/2016,iPhone SE-64GB,64499,1,64499,100170000,Mobiles & Tablets,R-LHW-104415,0,cod,9/26/2016,Valid,"64,499",2016,9,2016-7,Sep-16,FY17,458
244771,complete,9/26/2016,Apple iPhone 5S (16 GB),24999,1,24999,100170106,Mobiles & Tablets,R-KHE-103983,0,cod,9/26/2016,Net,"24,999",2016,9,2016-9,Sep-16,FY17,7655
244860,order_refunded,9/26/2016,infinix_Note 2 Gold,15999,1,15999,100170169,Mobiles & Tablets,C-MUX-106502,0,cod,9/26/2016,Valid,"15,999",2016,9,2016-7,Sep-16,FY17,767
245064,order_refunded,9/26/2016,infinix_Hot 3 Gold,10499,1,10499,100170301,Mobiles & Tablets,C-ISB-104116,0,cod,9/26/2016,Valid,"10,499",2016,9,2016-7,Sep-16,FY17,35
245184,canceled,9/27/2016,infinix_Hot 3 Gold,10499,1,10639,100170382,Mobiles & Tablets,R-FSD-52352,0,cod,9/27/2016,Gross,"10,499",2016,9,2016-7,Sep-16,FY17,4
245258,canceled,9/27/2016,infinix_Note 2 Gold,15999,1,15999,100170432,Mobiles & Tablets,C-RWP-2108,0,cod,9/27/2016,Gross,"15,999",2016,9,2016-7,Sep-16,FY17,33
245769,order_refunded,9/27/2016,infinix_Hot 3 Gold,10499,1,10499,100170784,Mobiles & Tablets,R-FSD-52352,0,cod,9/27/2016,Valid,"10,499",2016,9,2016-7,Sep-16,FY17,4
246028,order_refunded,9/28/2016,infinix_Note 2 Gold,15999,1,15999,100170967,Mobiles & Tablets,C-RWP-31924,0,cod,9/28/2016,Valid,"15,999",2016,9,2016-7,Sep-16,FY17,33
246313,order_refunded,9/28/2016,infinix_Hot 3 Gold,10499,1,99499,100171198,Mobiles & Tablets,R-LHE-104137,0,cod,9/28/2016,Valid,"10,499",2016,9,2016-9,Sep-16,FY17,8033
247074,canceled,9/28/2016,infinix_Hot 3 Gold,10499,1,10499,100171792,Mobiles & Tablets,70334,0,cod,9/28/2016,Gross,"10,499",2016,9,2016-9,Sep-16,FY17,8311
250777,order_refunded,9/29/2016,Samsung GALAXY NOTE-5,71999,1,71999,100174552,Mobiles & Tablets,R-LHE-104418,0,cod,9/29/2016,Valid,"71,999",2016,9,2016-7,Sep-16,FY17,1075
252165,order_refunded,9/30/2016,Samsung GALAXY NOTE-5,71999,1,71999,100175491,Mobiles & Tablets,R-LHW-104138,0,cod,9/30/2016,Valid,"71,999",2016,9,2016-7,Sep-16,FY17,972
252725,order_refunded,9/30/2016,iPhone SE-64GB,64499,1,64499,100175856,Mobiles & Tablets,r-lhe-104412,0,cod,9/30/2016,Valid,"64,499",2016,9,2016-9,Sep-16,FY17,9797
258263,order_refunded,10-04-2016,infinix_Note 2 Gold,15999,1,15999,100179954,Mobiles & Tablets,C-RWP-31924,0,cod,10-04-2016,Valid,"15,999",2016,10,2016-7,Oct-16,FY17,33
258822,complete,10-05-2016,infinix_Hot 3 Gold,10499,1,10499,100180337,Mobiles & Tablets,C SKZ 34816,0,cod,10-05-2016,Net,"10,499",2016,10,2016-7,Oct-16,FY17,56
258832,canceled,10-05-2016,infinix_Hot 3 Gold,10499,1,10499,100180344,Mobiles & Tablets,R-Guj-51944,0,cod,10-05-2016,Gross,"10,499",2016,10,2016-7,Oct-16,FY17,806
259366,complete,10-06-2016,infinix_Hot 3 Gold,10499,1,10499,100180688,Mobiles & Tablets,R-UET-50615,0,cod,10-06-2016,Net,"10,499",2016,10,2016-7,Oct-16,FY17,800
259685,canceled,10-07-2016,infinix_Hot 3 Gold,10499,1,10499,100180916,Mobiles & Tablets,C-FSD-31086,0,cod,10-07-2016,Gross,"10,499",2016,10,2016-10,Oct-16,FY17,10895
261610,order_refunded,10-10-2016,infinix_Note 2 Gold,15999,1,15999,100182171,Mobiles & Tablets,C-RWP-31924,0,cod,10-10-2016,Valid,"15,999",2016,10,2016-7,Oct-16,FY17,33
262710,complete,10/13/2016,infinix_Note 2 Gold,15999,1,15999,100182865,Mobiles & Tablets,R-KHS-103982,0,cod,10/13/2016,Net,"15,999",2016,10,2016-7,Oct-16,FY17,106
263024,order_refunded,10/14/2016,infinix_Note 2 Gold,15999,1,15999,100183078,Mobiles & Tablets,C-KHIW-44416,0,cod,10/14/2016,Valid,"15,999",2016,10,2016-7,Oct-16,FY17,820
263040,complete,10/14/2016,infinix_Hot 3 Gold,10499,1,10499,100183088,Mobiles & Tablets,R-PEW-101268,0,cod,10/14/2016,Net,"10,499",2016,10,2016-7,Oct-16,FY17,292
263642,canceled,10/15/2016,infinix_Note 2 Gold,15999,1,15999,100183462,Mobiles & Tablets,R-KHS-104356,0,cod,10/15/2016,Gross,"15,999",2016,10,2016-10,Oct-16,FY17,11557
265199,complete,10/19/2016,infinix_Hot 3 Gold,10499,1,10499,100184430,Mobiles & Tablets,80620,0,cod,10/19/2016,Net,"10,499",2016,10,2016-8,Oct-16,FY17,3549
265224,complete,10/19/2016,infinix_Hot 3 Gold,10499,1,10499,100184448,Mobiles & Tablets,31073,0,cod,10/19/2016,Net,"10,499",2016,10,2016-7,Oct-16,FY17,1924
265702,order_refunded,10/20/2016,infinix_Note 2 Gold,15999,1,15999,100184771,Mobiles & Tablets,C-RWP-31924,0,cod,10/20/2016,Valid,"15,999",2016,10,2016-7,Oct-16,FY17,33
268907,order_refunded,10/26/2016,HUAWEI Honor-7,39999,1,39999,100186916,Mobiles & Tablets,R-PEW-50644,0,cod,10/26/2016,Valid,"39,999",2016,10,2016-7,Oct-16,FY17,86
269119,order_refunded,10/26/2016,infinix_Note 2 Gold,15999,1,15999,100187053,Mobiles & Tablets,R - KHS - 104404,0,cod,10/26/2016,Valid,"15,999",2016,10,2016-10,Oct-16,FY17,12418
269401,order_refunded,10/27/2016,HUAWEI Honor-7,39999,1,39999,100187253,Mobiles & Tablets,R-LHW-104415,0,cod,10/27/2016,Valid,"39,999",2016,10,2016-7,Oct-16,FY17,838
270478,order_refunded,10/29/2016,HUAWEI Honor-7,39999,1,39999,100187918,Mobiles & Tablets,C-KHE-41912,0,cod,10/29/2016,Valid,"39,999",2016,10,2016-7,Oct-16,FY17,916
271247,order_refunded,10/30/2016,HUAWEI Honor-7,39999,1,39999,100188369,Mobiles & Tablets,R-LHW-104138,0,cod,10/30/2016,Valid,"39,999",2016,10,2016-7,Oct-16,FY17,148
272877,complete,11-02-2016,infinix_Hot 3 Gold,10499,1,10499,100189416,Mobiles & Tablets,R-KHS104356,0,cod,11-02-2016,Net,"10,499",2016,11,2016-7,Nov-16,FY17,926
275605,order_refunded,11-07-2016,infinix_Note 2 Gold,15999,1,15999,100191128,Mobiles & Tablets,C-RWP-31924,0,cod,11-07-2016,Valid,"15,999",2016,11,2016-7,Nov-16,FY17,33
275969,complete,11-07-2016,infinix_Hot 3 Gold,10499,1,10499,100191397,Mobiles & Tablets,C-isb- 30211,0,cod,11-07-2016,Net,"10,499",2016,11,2016-7,Nov-16,FY17,1924
280986,order_refunded,11/16/2016,Huawei Honor 4C,18499,1,97498,100194767,Mobiles & Tablets,R-LHE-104137,0,cod,11/16/2016,Valid,"18,499",2016,11,2016-7,Nov-16,FY17,1060
312502,order_refunded,11/23/2016,Infinix Hot 4-Black,12599,1,12599,100215375,Mobiles & Tablets,R-LHE-106931,0,cod,11/23/2016,Valid,"12,599",2016,11,2016-9,Nov-16,FY17,6573
314431,complete,11/24/2016,Infinix Hot 4-Gold,12599,1,12599,100216683,Mobiles & Tablets,48219,0,cod,11/24/2016,Net,"12,599",2016,11,2016-10,Nov-16,FY17,10350
324243,complete,11/25/2016,Infinix Hot 4-Gold,12599,1,12599,100222990,Mobiles & Tablets,C-MUX-51359,0,cod,11/25/2016,Net,"12,599",2016,11,2016-8,Nov-16,FY17,3205
331945,complete,11/25/2016,Infinix Hot 4-Gold,12599,1,12599,100227625,Mobiles & Tablets,C-MUX-80750,0,cod,11/25/2016,Net,"12,599",2016,11,2016-11,Nov-16,FY17,16405
332610,complete,11/25/2016,Infinix Hot 4-Black,12599,1,12599,100228067,Mobiles & Tablets,C-FSD-103939,0,cod,11/25/2016,Net,"12,599",2016,11,2016-10,Nov-16,FY17,11536
333527,complete,11/25/2016,Infinix Hot 4-Gold,12599,1,12599,100228684,Mobiles & Tablets,R-KHW-50744,0,cod,11/25/2016,Net,"12,599",2016,11,2016-7,Nov-16,FY17,802
333809,complete,11/25/2016,Infinix Hot 4-Gold,12599,1,12599,100228833,Mobiles & Tablets,R-KHW-50744,0,cod,11/25/2016,Net,"12,599",2016,11,2016-7,Nov-16,FY17,802
334091,complete,11/25/2016,Apple iPhone 5S (16 GB) Space Gray,33675,1,33675,100229027,Mobiles & Tablets,R-KHS-103986,0,cod,11/25/2016,Net,"33,675",2016,11,2016-7,Nov-16,FY17,1323
336734,canceled,11/25/2016,Apple iPhone 6 (64GB) Gold,69390,1,69390,100230615,Mobiles & Tablets,C LHE 104243,0,cod,11/25/2016,Gross,"69,390",2016,11,2016-11,Nov-16,FY17,23797
344636,complete,11/26/2016,Infinix Hot 4-Gold,12599,1,12599,100234988,Mobiles & Tablets,c_khi 34184,0,cod,11/26/2016,Net,"12,599",2016,11,2016-11,Nov-16,FY17,19862
344800,complete,11/26/2016,Infinix_Hot 3 Pro X553-Grey,15199,1,15199,100235092,Mobiles & Tablets,R-HDD-105008,0,cod,11/26/2016,Net,"15,199",2016,11,2016-11,Nov-16,FY17,18075
345146,complete,11/26/2016,Infinix Hot 4-Gold,12599,1,12599,100235283,Mobiles & Tablets,R-MUX-70504,0,cod,11/26/2016,Net,"12,599",2016,11,2016-7,Nov-16,FY17,1084
346236,complete,11/26/2016,Infinix Hot 4-Black,12599,1,12599,100235951,Mobiles & Tablets,C-FSD-103939,0,cod,11/26/2016,Net,"12,599",2016,11,2016-10,Nov-16,FY17,11536
